Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1117,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,25000,25000,2025-07-02
1118,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,25000,25000,2025-05-02
1119,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,25000,25000,2025-05-03
1120,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,25000,25000,2025-06-05
1121,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,22000,23000,23000,2025-05-06
1122,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,22000,24000,24000,2025-07-22
1123,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,22000,24000,24000,2025-07-24
1124,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,23000,24000,24000,2025-07-23
1125,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Lime,Lime,Local,9000,10000,10000,2025-09-11
1126,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-10
1127,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-13
1128,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-14
1129,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-16
1130,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,18000,20000,20000,2025-10-19
1131,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-21
1132,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-22
1133,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-23
1134,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-24
1135,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-27
1136,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,21000,22000,22000,2025-10-28
1137,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,21000,22000,22000,2025-10-30
1138,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,21000,22000,22000,2025-10-31
1139,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,21000,22000,22000,2025-11-01
1140,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,21000,22000,22000,2025-11-04
1141,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Lime,Lime,Local,21000,22000,22000,2025-11-06
1142,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-10-13
1143,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-10-14
1144,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-16
1145,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-19
1146,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-22
1147,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-23
1148,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-24
1149,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-10-27
1150,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,21000,22000,22000,2025-10-28
1151,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,22000,22000,2025-10-30
1152,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,22000,22000,2025-10-31
1153,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,22000,22000,2025-11-01
1154,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,22000,22000,2025-11-02
1155,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,22000,22000,2025-11-04
1156,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,22000,22000,2025-11-06
